Timestamp,Consent,Age,Gender,University,DegreeProgram,Platform,DailyUsage,SMU1,SMU2,SMU3,SMU4,SMU5,DI1,DI2,DI3,DI4,DI5,EC1,EC2,EC3,EC4,SC1,SC2,SC3,SC4,SC5,SE1,SE2,SE3,SE4,SE5,SE6,SE7,SE8,SE9,SE10
05/06/2026 17:36:40,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Instagram,3–5 hours,4,5,3,3,3,5,4,5,5,4,2,3,3,2,1,1,1,2,1,4,1,5,4,1,5,2,1,5,1
05/06/2026 19:07:57,Yes,23–26,Female,KIPRS ,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,5,5,5,5,4,4,1,1,5,5,4,5,2,4,5,1,1,5,5,4,5,5,5,5,5,4,4
05/06/2026 19:18:20,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Both,1–3 hours,4,4,3,3,4,3,3,1,2,2,1,1,3,2,2,2,2,1,1,4,4,4,4,2,2,3,4,4,2
05/06/2026 20:29:02,Yes,18–22,Female,IVS,Bachelors (BS/BA/BBA),Instagram,1–3 hours,5,4,4,3,4,4,3,3,4,3,4,3,3,3,2,3,2,2,3,3,1,4,3,2,2,3,2,3,2
05/06/2026 22:04:11,Yes,23–26,Male,IVS,Bachelors (BS/BA/BBA),Instagram,1–3 hours,4,3,3,3,4,4,4,4,4,3,3,4,4,3,1,1,3,1,1,4,3,4,4,3,4,4,1,4,1
08/06/2026 00:38:21,Yes,18–22,Male,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,1–3 hours,3,4,4,3,3,4,3,3,4,3,4,4,3,3,4,2,5,2,2,3,2,3,4,4,2,5,3,4,2
08/06/2026 14:14:22,Yes,27–30,Male,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,3–5 hours,3,4,3,4,4,4,3,3,5,3,2,4,3,5,3,3,3,2,4,2,4,3,3,4,4,2,2,4,2
09/06/2026 12:03:07,Yes,23–26,Female,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,1–3 hours,3,3,2,4,3,4,3,2,4,2,4,4,2,3,4,3,3,3,2,4,2,1,1,2,3,1,1,3,2
10/06/2026 15:43:21,Yes,23–26,Female,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,1–3 hours,3,4,4,3,3,3,2,5,2,2,3,3,4,3,4,4,3,3,3,3,2,4,3,2,3,2,1,4,1
10/06/2026 15:48:23,No,27–30,Male,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,5+ hours,4,2,3,4,3,3,3,4,3,3,4,3,3,2,3,4,4,5,2,2,2,3,3,3,4,4,2,3,5
10/06/2026 15:52:15,Yes,30+,Male,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,1–3 hours,2,2,4,3,5,2,4,3,3,3,3,3,4,4,2,2,4,3,3,5,5,5,5,4,1,1,1,1,2
10/06/2026 15:54:35,Yes,30+,Male,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Instagram,3–5 hours,2,2,4,3,4,5,2,2,3,3,5,4,4,3,1,2,3,2,2,2,4,4,4,1,5,5,2,1,3
10/06/2026 16:05:32,Yes,23–26,Male,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,1–3 hours,3,2,4,3,3,2,3,3,4,2,4,4,4,4,2,3,3,3,5,2,1,3,2,1,2,1,3,4,3
10/06/2026 16:09:38,Yes,18–22,Male,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,5+ hours,2,1,3,4,5,2,3,4,2,4,5,4,2,3,5,4,5,5,4,2,2,3,3,3,1,2,4,4,3
10/06/2026 16:15:17,Yes,27–30,Male,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,1–3 hours,3,2,3,4,3,5,4,4,3,3,4,3,4,4,3,2,3,3,2,4,1,2,2,3,4,2,3,3,4
10/06/2026 16:38:42,Yes,23–26,Female,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,3–5 hours,2,3,4,3,3,4,3,3,3,4,4,5,5,5,2,2,2,2,3,3,1,2,3,2,2,2,4,2,2
12/06/2026 16:28:32,Yes,30+,Male,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Instagram,1–3 hours,3,3,2,4,4,2,3,4,5,3,4,4,2,2,4,3,3,2,5,1,2,2,1,3,3,3,5,1,2
12/06/2026 20:37:16,Yes,23–26,Male,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,3–5 hours,2,2,1,2,3,1,1,2,4,3,3,2,4,4,4,2,3,4,4,4,2,3,2,4,4,4,1,4,5
12/06/2026 20:49:42,Yes,23–26,Female,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,3–5 hours,4,4,5,3,3,5,4,4,4,5,4,5,4,4,3,4,4,4,4,3,4,4,3,5,2,3,3,3,4
12/06/2026 21:02:38,Yes,30+,Female,Nazeer Hussain University ,Masters (MBA/MS/MPhill),Both,Less than 1 hour,2,2,3,2,3,3,2,1,1,2,2,2,3,3,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2
12/06/2026 22:10:35,Yes,27–30,Female,Nazeer Hussain University ,Bachelors (BS/BA/BBA),Both,3–5 hours,3,2,3,4,3,4,4,3,3,3,3,3,4,4,3,3,4,4,2,4,2,4,3,2,3,3,3,3,3
13/06/2026 11:02:07,Yes,23–26,Male,Nazeer Hussain University,Masters (MBA/MS/MPhill),Both,3–5 hours,2,2,3,4,3,4,3,2,3,4,3,3,3,3,2,3,4,2,3,3,2,3,3,2,3,4,3,2,3
13/06/2026 11:24:58,Yes,23–26,Male,Nazeer Hussain University,Masters (MBA/MS/MPhill),TikTok,1–3 hours,2,3,2,3,4,2,2,3,3,3,3,3,2,3,4,4,3,3,2,3,4,2,2,2,3,2,3,3,2
13/06/2026 11:30:44,Yes,30+,Male,Nazeer Hussain University,Masters (MBA/MS/MPhill),Both,3–5 hours,2,3,3,2,4,3,3,4,4,3,3,2,2,4,2,3,5,3,4,1,2,2,1,2,3,2,4,3,2
13/06/2026 12:00:43,Yes,27–30,Female,Nazeer Hussain University,Masters (MBA/MS/MPhill),Both,3–5 hours,3,4,3,3,2,3,2,3,4,2,3,4,2,3,2,3,3,3,3,4,3,2,2,2,1,3,3,4,2
15/06/2026 16:14:46,Yes,27–30,Female,Nazeer Hussain University,Bachelors (BS/BA/BBA),Both,3–5 hours,3,4,3,2,2,4,4,4,4,3,2,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,4,3,2
15/06/2026 16:23:27,Yes,18–22,Male,Nazeer Hussain University,Bachelors (BS/BA/BBA),TikTok,Less than 1 hour,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1
30/06/2026 00:46:37,Yes,30+,Male,KFUEIT RYK,PhD,Both,1–3 hours,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3
